,date,close,diff,open,high,low,volume,diff+-,up/down
633,2018-09-10,14650,0,14550,14700,14500,425222,0.0,none
634,2018-09-07,14650,300,14450,14650,14300,684092,300.0,1
635,2018-09-06,14350,150,14500,14650,14350,540909,-150.0,0
639,2018-09-05,14500,200,14650,14750,14500,663605,-200.0,0
640,2018-09-04,14700,100,14800,14850,14600,938834,-100.0,0
641,2018-09-03,14800,100,14850,14950,14800,594585,-100.0,0
642,2018-08-31,14900,0,14900,14950,14750,888839,0.0,none
643,2018-08-30,14900,200,15100,15150,14850,876066,-200.0,0
646,2018-08-29,15100,50,15150,15300,15100,470519,-50.0,0
647,2018-08-28,15150,100,15100,15300,15050,544550,100.0,1
648,2018-08-27,15050,0,15050,15100,14950,344976,0.0,none
649,2018-08-24,15050,100,14950,15050,14850,382811,100.0,1
650,2018-08-23,14950,150,15100,15150,14850,686307,-150.0,0
654,2018-08-22,15100,0,15100,15150,15050,417747,0.0,none
655,2018-08-21,15100,50,15050,15250,15000,457512,50.0,1
656,2018-08-20,15050,200,15350,15350,15000,590050,-200.0,0
657,2018-08-17,15250,50,15350,15400,15150,362986,-50.0,0
658,2018-08-16,15300,150,15150,15350,15100,510324,150.0,1
661,2018-08-14,15150,50,15100,15200,15050,429168,-50.0,0
662,2018-08-13,15200,0,15200,15300,15000,491659,0.0,none
663,2018-08-10,15200,150,15250,15500,15200,441870,-150.0,0
664,2018-08-09,15350,0,15400,15450,15150,521857,0.0,none
665,2018-08-08,15350,450,15000,15500,15000,1305951,450.0,1
669,2018-08-07,14900,300,15200,15250,14850,1511381,-300.0,0
670,2018-08-06,15200,0,15150,15300,15050,957105,0.0,none
671,2018-08-03,15200,100,15200,15200,15050,861368,100.0,1
672,2018-08-02,15100,500,15600,15650,15050,1609712,-500.0,0
673,2018-08-01,15600,50,15750,15750,15550,945288,-50.0,0
676,2018-07-31,15650,0,15650,15750,15550,878650,0.0,none
677,2018-07-30,15650,50,15550,15750,15450,509398,50.0,1
678,2018-07-27,15600,50,15650,15650,15400,478156,50.0,1
679,2018-07-26,15550,200,15850,15850,15450,759017,-200.0,0
680,2018-07-25,15750,250,15550,15850,15550,845193,250.0,1
684,2018-07-24,15500,200,15650,15800,15450,810923,-200.0,0
685,2018-07-23,15700,100,15650,15900,15550,899212,100.0,1
686,2018-07-20,15600,150,15500,15650,15400,493948,150.0,1
687,2018-07-19,15450,50,15550,15750,15350,395474,-50.0,0
688,2018-07-18,15500,150,15700,15750,15450,486933,-150.0,0
691,2018-07-17,15650,200,15850,15900,15600,1086501,-200.0,0
692,2018-07-16,15850,150,15800,16000,15650,495060,-150.0,0
693,2018-07-13,16000,400,15700,16000,15700,468176,400.0,1
694,2018-07-12,15600,300,16000,16000,15600,592066,-300.0,0
695,2018-07-11,15900,0,15650,16000,15550,580288,0.0,none
699,2018-07-10,15900,150,16150,16200,15750,618407,-150.0,0
700,2018-07-09,16050,300,15750,16150,15750,527706,300.0,1
701,2018-07-06,15750,300,15550,15900,15500,744431,300.0,1
702,2018-07-05,15450,250,15350,15500,15200,546505,250.0,1
703,2018-07-04,15200,50,15050,15300,15050,328023,50.0,1
706,2018-07-03,15150,250,15450,15500,15000,621695,-250.0,0
707,2018-07-02,15400,0,15350,15650,15300,497914,0.0,none
708,2018-06-29,15400,150,15400,15600,15300,822924,150.0,1
709,2018-06-28,15250,450,15550,15650,15250,737249,-450.0,0
710,2018-06-27,15700,50,15600,15900,15600,564053,-50.0,0
714,2018-06-26,15750,50,15850,15850,15550,467169,50.0,1
715,2018-06-25,15700,0,15650,15850,15500,427544,0.0,none
716,2018-06-22,15700,100,15450,15950,15450,804611,100.0,1
717,2018-06-21,15600,450,15950,16100,15550,757347,-450.0,0
718,2018-06-20,16050,0,16000,16300,16000,698717,0.0,none
721,2018-06-19,16050,200,16050,16250,15800,777728,-200.0,0
722,2018-06-18,16250,250,16050,16400,16000,669919,250.0,1
723,2018-06-15,16000,300,16300,16300,15800,1043830,-300.0,0
724,2018-06-14,16300,150,16400,16450,16150,761260,-150.0,0
725,2018-06-12,16450,50,16400,16450,16100,606980,50.0,1
729,2018-06-11,16400,250,16150,16400,16100,412235,250.0,1
730,2018-06-08,16150,50,16200,16300,16050,367835,-50.0,0
731,2018-06-07,16200,200,16350,16400,16150,822746,200.0,1
732,2018-06-05,16000,100,16000,16050,15750,659186,100.0,1
733,2018-06-04,15900,400,15650,15950,15600,834151,400.0,1
736,2018-06-01,15500,100,15600,15750,15450,781938,-100.0,0
737,2018-05-31,15600,100,15650,15700,15500,1370764,100.0,1
738,2018-05-30,15500,650,16000,16100,15350,1242527,-650.0,0
739,2018-05-29,16150,100,16250,16300,16100,366472,-100.0,0
740,2018-05-28,16250,50,16250,16400,16100,540907,50.0,1
744,2018-05-25,16200,150,16400,16450,16100,674541,-150.0,0
745,2018-05-24,16350,50,16450,16650,16300,493110,-50.0,0
746,2018-05-23,16400,0,16400,16600,16350,709898,0.0,none
747,2018-05-21,16400,150,16500,16650,16400,492565,-150.0,0
748,2018-05-18,16550,250,16700,16950,16450,607850,-250.0,0
751,2018-05-17,16800,200,17000,17000,16700,692583,-200.0,0
752,2018-05-16,17000,300,16700,17000,16600,651682,300.0,1
753,2018-05-15,16700,150,16850,16950,16600,631405,-150.0,0
754,2018-05-14,16850,100,17000,17100,16750,603566,-100.0,0
755,2018-05-11,16950,200,16800,17000,16750,875616,200.0,1
759,2018-05-10,16750,0,16700,17050,16700,854861,0.0,none
760,2018-05-09,16750,400,16250,16900,16150,1761260,400.0,1
761,2018-05-08,16350,50,16500,16600,16200,905935,-50.0,0
762,2018-05-04,16400,0,16300,16500,16200,690931,0.0,none
763,2018-05-03,16400,350,16750,16800,16300,646513,-350.0,0
766,2018-05-02,16750,100,16950,17000,16600,714142,-100.0,0
767,2018-04-30,16850,100,16900,17100,16800,687651,100.0,1
768,2018-04-27,16750,300,16550,16950,16550,1203348,300.0,1
769,2018-04-26,16450,150,16500,16650,16300,1059116,-150.0,0
770,2018-04-25,16600,150,16800,16850,16450,891655,-150.0,0
774,2018-04-24,16750,150,16600,16850,16400,1238317,150.0,1
775,2018-04-23,16600,550,16000,16650,15750,1495491,550.0,1
776,2018-04-20,16050,300,15750,16100,15750,689672,300.0,1
777,2018-04-19,15750,50,15700,15850,15650,535071,-50.0,0
778,2018-04-18,15800,100,15650,16000,15600,915654,100.0,1
781,2018-04-17,15700,100,15750,15900,15600,802877,-100.0,0
782,2018-04-16,15800,100,16000,16000,15700,647497,-100.0,0
783,2018-04-13,15900,50,15950,16350,15750,1337489,-50.0,0
784,2018-04-12,15950,200,15800,16100,15700,803381,200.0,1
785,2018-04-11,15750,50,15700,15850,15600,603530,-50.0,0
789,2018-04-10,15800,200,15450,15800,15300,813492,200.0,1
790,2018-04-09,15600,350,15250,15600,15200,987137,350.0,1
791,2018-04-06,15250,50,15200,15300,15100,596808,50.0,1
792,2018-04-05,15200,150,15150,15350,15000,514592,150.0,1
793,2018-04-04,15050,250,14900,15300,14850,1464478,250.0,1
796,2018-04-03,14800,350,15000,15050,14600,1664589,-350.0,0
797,2018-04-02,15150,200,15350,15400,15050,1046232,-200.0,0
798,2018-03-30,15350,250,15700,15750,15350,881141,-250.0,0
799,2018-03-29,15600,0,15600,15650,15400,592887,0.0,none
800,2018-03-28,15600,650,16150,16150,15400,1584396,-650.0,0
804,2018-03-27,16250,250,16300,16550,16200,839613,250.0,1
805,2018-03-26,16000,0,15950,16300,15800,709502,0.0,none
806,2018-03-23,16000,750,16300,16500,15900,1118913,-750.0,0
807,2018-03-22,16750,400,16450,16750,16400,1186626,400.0,1
808,2018-03-21,16350,200,16100,16350,15950,625652,200.0,1
811,2018-03-20,16150,200,16300,16450,16000,719476,-200.0,0
812,2018-03-19,16350,0,16400,16450,16250,1414296,0.0,none
813,2018-03-16,16350,550,15850,16400,15800,1788212,550.0,1
814,2018-03-15,15800,0,15850,15900,15700,1155892,0.0,none
815,2018-03-14,15800,50,15800,15950,15700,1051558,-50.0,0
819,2018-03-13,15850,100,15900,16000,15700,1130866,-100.0,0
820,2018-03-12,15950,550,15450,16000,15400,1814148,550.0,1
821,2018-03-09,15400,600,16000,16000,15250,3679775,-600.0,0
822,2018-03-08,16000,100,16300,16400,15350,3126364,-100.0,0
823,2018-03-07,16100,150,16150,16300,16050,745677,-150.0,0
826,2018-03-06,16250,50,16400,16550,16150,780190,-50.0,0
827,2018-03-05,16300,450,16650,16800,16200,781814,-450.0,0
828,2018-03-02,16750,450,17200,17200,16700,762165,-450.0,0
829,2018-02-28,17200,50,17150,17200,16800,1090174,50.0,1
830,2018-02-27,17150,100,17150,17250,17000,1012699,100.0,1
834,2018-02-26,17050,250,16800,17050,16750,775705,250.0,1
835,2018-02-23,16800,100,16600,16850,16600,731881,100.0,1
836,2018-02-22,16700,200,16500,16700,16350,653877,200.0,1
837,2018-02-21,16500,200,16550,16750,16400,940505,-200.0,0
838,2018-02-20,16700,100,16850,16900,16500,501901,-100.0,0
841,2018-02-19,16800,400,16750,16850,16600,718168,400.0,1
842,2018-02-14,16400,50,16400,16700,16250,968016,50.0,1
843,2018-02-13,16350,100,16600,16600,16250,874148,-100.0,0
844,2018-02-12,16450,750,15800,16500,15800,1044690,750.0,1
845,2018-02-09,15700,250,15500,16050,15300,1015665,-250.0,0
849,2018-02-08,15950,250,16100,16200,15800,1321553,-250.0,0
850,2018-02-07,16200,100,16500,16550,16100,1315804,-100.0,0
851,2018-02-06,16300,800,16800,16850,16200,1704529,-800.0,0
852,2018-02-05,17100,350,16650,17200,16600,1503860,350.0,1
853,2018-02-02,16750,100,16600,16750,16550,690488,100.0,1
856,2018-02-01,16650,0,16650,16750,16450,608015,0.0,none
857,2018-01-31,16650,100,16650,16700,16150,1206296,-100.0,0
858,2018-01-30,16750,100,16700,16900,16600,990967,100.0,1
859,2018-01-29,16650,50,16650,16800,16550,812745,50.0,1
860,2018-01-26,16600,50,16650,16700,16500,770149,-50.0,0
864,2018-01-25,16650,250,16850,17000,16550,1108469,-250.0,0
865,2018-01-24,16900,100,16950,17100,16850,688441,-100.0,0
866,2018-01-23,17000,450,16600,17100,16500,1293841,450.0,1
867,2018-01-22,16550,150,16800,16800,16350,983081,-150.0,0
868,2018-01-19,16700,200,16500,16700,16450,941571,200.0,1
871,2018-01-18,16500,350,16850,16900,16450,638981,-350.0,0
872,2018-01-17,16850,300,16550,16850,16500,929867,300.0,1
873,2018-01-16,16550,350,16800,16850,16400,1455267,-350.0,0
874,2018-01-15,16900,200,17100,17250,16750,866394,-200.0,0
875,2018-01-12,17100,0,17250,17250,17000,846803,0.0,none
879,2018-01-11,17100,200,17050,17150,16550,1311847,200.0,1
880,2018-01-10,16900,100,16800,17100,16800,1037103,100.0,1
881,2018-01-09,16800,0,16900,17200,16700,1348541,0.0,none
882,2018-01-08,16800,50,16900,16900,16500,1333799,50.0,1
883,2018-01-05,16750,350,16350,16950,16300,1358388,350.0,1
886,2018-01-04,16400,50,16550,16550,16150,1095684,-50.0,0
887,2018-01-03,16450,50,16300,16550,16300,1076056,50.0,1
888,2018-01-02,16400,50,16450,16450,16300,612644,-50.0,0
889,2017-12-28,16450,150,16550,16550,16200,1690866,-150.0,0
890,2017-12-27,16600,500,16700,16750,16300,1595114,-500.0,0
894,2017-12-26,17100,100,17300,17350,16850,1785025,-100.0,0
895,2017-12-22,17200,400,16800,17350,16800,1973859,400.0,1
896,2017-12-21,16800,400,16450,16900,16400,1934844,400.0,1
897,2017-12-20,16400,200,16150,16400,16100,868744,200.0,1
898,2017-12-19,16200,100,16150,16300,16100,748877,100.0,1
901,2017-12-18,16100,50,16100,16300,16050,650437,-50.0,0
902,2017-12-15,16150,50,16100,16250,16000,947212,50.0,1
903,2017-12-14,16100,250,15850,16300,15800,2818650,250.0,1
904,2017-12-13,15850,200,15700,15850,15650,1154240,200.0,1
905,2017-12-12,15650,50,15550,15650,15450,715132,50.0,1
909,2017-12-11,15600,50,15700,15700,15500,530201,50.0,1
910,2017-12-08,15550,0,15550,15650,15450,547948,0.0,none
911,2017-12-07,15550,100,15550,15750,15500,754839,-100.0,0
912,2017-12-06,15650,100,15700,15800,15550,839276,-100.0,0
913,2017-12-05,15750,100,15550,15800,15500,601508,100.0,1
916,2017-12-04,15650,350,15300,15650,15200,867438,350.0,1
917,2017-12-01,15300,600,15900,15950,15300,1199552,-600.0,0
918,2017-11-30,15900,150,15950,16000,15750,1583207,150.0,1
919,2017-11-29,15750,50,15900,15900,15700,376893,-50.0,0
920,2017-11-28,15800,50,15700,15950,15650,791628,50.0,1
924,2017-11-27,15750,0,15650,15900,15650,785062,0.0,none
925,2017-11-24,15750,50,15800,15800,15650,385858,-50.0,0
926,2017-11-23,15800,0,15900,15950,15700,775633,0.0,none
927,2017-11-22,15800,350,15500,15800,15400,1484923,350.0,1
928,2017-11-21,15450,150,15350,15500,15150,1004690,150.0,1
931,2017-11-20,15300,0,15300,15450,15200,636118,0.0,none
932,2017-11-17,15300,50,15250,15400,15050,1079823,-50.0,0
933,2017-11-16,15350,150,15200,15350,15150,944286,150.0,1
934,2017-11-15,15200,100,15100,15200,14900,863151,100.0,1
935,2017-11-14,15100,50,15050,15200,14950,809904,50.0,1
939,2017-11-13,15050,0,15000,15150,14900,830958,0.0,none
940,2017-11-10,15050,0,15100,15150,14900,934787,0.0,none
941,2017-11-09,15050,50,15150,15300,14950,1257548,-50.0,0
942,2017-11-08,15100,300,15300,15450,15000,912317,-300.0,0
943,2017-11-07,15400,50,15400,15500,15200,907316,-50.0,0
946,2017-11-06,15450,100,15500,15600,15300,829919,-100.0,0
947,2017-11-03,15550,50,15550,15650,15450,483290,50.0,1
948,2017-11-02,15500,50,15400,15600,15300,1146352,50.0,1
949,2017-11-01,15450,100,15250,15550,15250,841840,100.0,1
950,2017-10-31,15350,200,15450,15650,15200,1267561,-200.0,0
954,2017-10-30,15550,150,15800,15800,15400,1478036,150.0,1
955,2017-10-27,15400,300,15150,15550,14950,2406127,300.0,1
956,2017-10-26,15100,100,15200,15300,14900,1831990,100.0,1
957,2017-10-25,15000,350,14700,15000,14500,1595443,350.0,1
958,2017-10-24,14650,350,14350,14700,14200,1581964,350.0,1
961,2017-10-23,14300,250,14600,14600,14250,922865,-250.0,0
962,2017-10-20,14550,150,14450,14550,14250,1100501,150.0,1
963,2017-10-19,14400,50,14550,14600,14200,1535883,-50.0,0
964,2017-10-18,14450,150,14600,14600,14400,781624,-150.0,0
965,2017-10-17,14600,50,14650,14700,14500,840034,50.0,1
969,2017-10-16,14550,50,14650,14650,14400,1290933,-50.0,0
970,2017-10-13,14600,50,14600,14800,14450,1388488,-50.0,0
971,2017-10-12,14650,50,14550,14850,14550,1147169,50.0,1
972,2017-10-11,14600,150,14750,14900,14500,1231452,-150.0,0
973,2017-10-10,14750,350,14700,14800,14500,1656144,350.0,1
976,2017-09-29,14400,50,14400,14450,14300,714651,50.0,1
977,2017-09-28,14350,350,14000,14400,13950,1010498,350.0,1
978,2017-09-27,14000,200,14200,14250,13950,1009363,-200.0,0
979,2017-09-26,14200,250,14450,14450,13900,1659396,-250.0,0
980,2017-09-25,14450,500,14900,14950,14300,1561056,-500.0,0
984,2017-09-22,14950,300,14700,15000,14650,1357745,300.0,1
985,2017-09-21,14650,0,14650,14750,14400,1110726,0.0,none
986,2017-09-20,14650,100,14850,14850,14550,852810,-100.0,0
987,2017-09-19,14750,100,14800,14900,14600,911543,-100.0,0
988,2017-09-18,14850,100,14700,14950,14650,951434,100.0,1
991,2017-09-15,14750,300,14500,14750,14350,1247346,300.0,1
992,2017-09-14,14450,100,14400,14550,14250,1051852,100.0,1
993,2017-09-13,14350,50,14400,14450,13950,1253194,-50.0,0
994,2017-09-12,14400,50,14450,14500,14300,725969,50.0,1
995,2017-09-11,14350,50,14300,14500,14300,998825,50.0,1
999,2017-09-08,14300,0,14350,14350,14050,857928,0.0,none
1000,2017-09-07,14300,300,14000,14350,13950,1779103,300.0,1
1001,2017-09-06,14000,50,13900,14000,13450,2255651,50.0,1
1002,2017-09-05,13950,700,14650,14700,13850,2874363,-700.0,0
1003,2017-09-04,14650,300,14450,14750,14450,907999,-300.0,0
1006,2017-09-01,14950,0,14950,15000,14800,1087791,0.0,none
1007,2017-08-31,14950,400,15350,15400,14850,1402703,-400.0,0
1008,2017-08-30,15350,50,15400,15500,15250,876567,50.0,1
1009,2017-08-29,15300,300,15450,15550,15150,1019870,-300.0,0
1010,2017-08-28,15600,50,15500,15600,15400,878749,50.0,1
1014,2017-08-25,15550,400,15250,15550,15250,1086491,400.0,1
1015,2017-08-24,15150,0,15100,15350,15050,1109931,0.0,none
1016,2017-08-23,15150,0,15250,15250,15050,612553,0.0,none
1017,2017-08-22,15150,150,15050,15200,15050,963224,150.0,1
1018,2017-08-21,15000,150,15150,15200,14950,533163,-150.0,0
1021,2017-08-18,15150,100,14900,15200,14900,748908,100.0,1
1022,2017-08-17,15050,150,15150,15200,14950,860122,-150.0,0
1023,2017-08-16,15200,0,15250,15350,15100,958144,0.0,none
1024,2017-08-14,15200,150,14950,15250,14950,688904,150.0,1
1025,2017-08-11,15050,150,14950,15050,14800,1533725,-150.0,0
1029,2017-08-10,15200,150,15300,15400,15050,1523728,-150.0,0
1030,2017-08-09,15350,400,15650,15700,15250,1328254,-400.0,0
1031,2017-08-08,15750,0,15700,15850,15600,1157951,0.0,none
1032,2017-08-07,15750,250,15600,15800,15550,814419,250.0,1
1033,2017-08-04,15500,0,15450,15600,15400,1029875,0.0,none
1036,2017-08-03,15500,250,15700,15700,15250,1489121,-250.0,0
1037,2017-08-02,15750,150,15650,15850,15500,1812596,150.0,1
1038,2017-08-01,15600,150,15450,15600,15300,1198028,150.0,1
1039,2017-07-31,15450,100,15200,15450,15150,1027429,100.0,1
1040,2017-07-28,15350,350,15450,15550,15250,1391145,-350.0,0
1044,2017-07-27,15700,50,15600,15700,15300,2053239,50.0,1
1045,2017-07-26,15650,450,15250,15700,15250,2122685,450.0,1
1046,2017-07-25,15200,50,15150,15300,15100,1029091,50.0,1
1047,2017-07-24,15150,100,15300,15350,15100,1336573,-100.0,0
1048,2017-07-21,15250,300,14900,15300,14850,2339288,300.0,1
1051,2017-07-20,14950,500,14500,14950,14500,2537667,500.0,1
1052,2017-07-19,14450,50,14500,14550,14250,1912543,-50.0,0
1053,2017-07-18,14500,200,14700,14700,14450,1413514,-200.0,0
1054,2017-07-17,14700,0,14750,14750,14500,1190820,0.0,none
1055,2017-07-14,14700,200,14600,14700,14450,1021108,200.0,1
1059,2017-07-13,14500,100,14700,14700,14300,1666813,-100.0,0
1060,2017-07-12,14600,0,14700,14750,14500,1137522,0.0,none
1061,2017-07-11,14600,150,14900,14900,14600,1310314,-150.0,0
1062,2017-07-10,14750,600,14300,14800,14250,2138936,600.0,1
1063,2017-07-07,14150,100,14100,14300,14100,1036012,-100.0,0
1066,2017-07-06,14250,150,14300,14400,14150,1276312,-150.0,0
1067,2017-07-05,14400,50,14550,14550,14300,1208335,-50.0,0
1068,2017-07-04,14450,200,14350,14650,14350,2218330,200.0,1
1069,2017-07-03,14250,0,14350,14450,14250,1190841,0.0,none
1070,2017-06-30,14250,0,14250,14400,14150,1129124,0.0,none
1074,2017-06-29,14250,250,14100,14500,14050,2405122,250.0,1
1075,2017-06-28,14000,350,13700,14050,13700,2242130,350.0,1
1076,2017-06-27,13650,50,13700,13750,13650,955153,-50.0,0
1077,2017-06-26,13700,50,13750,13800,13650,777841,-50.0,0
1078,2017-06-23,13750,0,13750,13850,13650,1156579,0.0,none
1081,2017-06-22,13750,100,13600,13750,13500,1439595,100.0,1
1082,2017-06-21,13650,50,13650,13700,13350,1747588,-50.0,0
1083,2017-06-20,13700,50,13650,13800,13600,1188770,50.0,1
1084,2017-06-19,13650,200,13950,13950,13600,1446808,-200.0,0
1085,2017-06-16,13850,200,13650,13850,13600,1692878,200.0,1
1089,2017-06-15,13650,250,13900,13950,13600,1353609,-250.0,0
1090,2017-06-14,13900,0,13850,14000,13850,1270768,0.0,none
1091,2017-06-13,13900,150,13800,13900,13600,1890575,150.0,1
1092,2017-06-12,13750,150,13700,13800,13650,3880890,150.0,1
1093,2017-06-09,13600,400,13300,13600,13250,2675603,400.0,1
1096,2017-06-08,13200,250,13450,13500,13200,2669894,-250.0,0
1097,2017-06-07,13450,250,13150,13500,13050,3301356,250.0,1
1098,2017-06-05,13200,50,13100,13250,13100,2025450,50.0,1
1099,2017-06-02,13150,300,12900,13200,12850,2749582,300.0,1
1100,2017-06-01,12850,50,12900,12900,12750,1225191,-50.0,0
1104,2017-05-31,12900,150,12750,12900,12700,2161751,150.0,1
1105,2017-05-30,12750,0,12750,12800,12650,1440660,0.0,none
1106,2017-05-29,12750,0,12750,12800,12650,1264021,0.0,none
1107,2017-05-26,12750,50,12800,12850,12650,1885868,-50.0,0
1108,2017-05-25,12800,200,12600,12800,12500,1550541,200.0,1
1111,2017-05-24,12600,100,12700,12750,12550,1225909,-100.0,0
1112,2017-05-23,12700,200,12500,12700,12500,1256418,200.0,1
1113,2017-05-22,12500,0,12550,12550,12400,1677947,0.0,none
1114,2017-05-19,12500,100,12450,12550,12400,1396876,100.0,1
1115,2017-05-18,12400,100,12350,12450,12300,2414294,-100.0,0
1119,2017-05-17,12500,200,12650,12700,12450,1667010,-200.0,0
1120,2017-05-16,12700,100,12850,12900,12600,1517401,-100.0,0
1121,2017-05-15,12800,0,12850,12900,12750,890987,0.0,none
1122,2017-05-12,12800,50,12850,12850,12750,992659,-50.0,0
1123,2017-05-11,12850,150,12750,12900,12650,1302757,150.0,1
1126,2017-05-10,12700,100,12850,13000,12650,1986018,-100.0,0
1127,2017-05-08,12800,150,12700,12800,12600,1898155,150.0,1
1128,2017-05-04,12650,50,12550,12700,12550,1335801,50.0,1
1129,2017-05-02,12600,100,12500,12650,12500,1117420,100.0,1
1130,2017-04-28,12500,0,12450,12550,12400,1175020,0.0,none
1134,2017-04-27,12500,200,12650,12750,12500,1310302,-200.0,0
1135,2017-04-26,12700,150,12650,12700,12600,1623963,150.0,1
1136,2017-04-25,12550,50,12550,12600,12500,1775500,50.0,1
1137,2017-04-24,12500,150,12400,12550,12350,2090946,150.0,1
1138,2017-04-21,12350,50,12350,12400,12250,1339755,50.0,1
1141,2017-04-20,12300,0,12300,12300,12200,1194377,0.0,none
1142,2017-04-19,12300,50,12250,12350,12100,1296445,50.0,1
1143,2017-04-18,12250,50,12350,12400,12200,696013,-50.0,0
1144,2017-04-17,12300,150,12150,12350,12150,984273,150.0,1
1145,2017-04-14,12150,50,12150,12200,12050,629286,50.0,1
1149,2017-04-13,12100,150,11950,12200,11900,1061989,150.0,1
1150,2017-04-12,11950,100,12050,12100,11900,920267,-100.0,0
1151,2017-04-11,12050,50,12000,12100,11950,676880,50.0,1
1152,2017-04-10,12000,200,12250,12250,11950,1167370,-200.0,0
1153,2017-04-07,12200,0,12200,12300,12150,748657,0.0,none
1156,2017-04-06,12200,0,12150,12250,12100,800363,0.0,none
1157,2017-04-05,12200,100,12100,12250,12100,836908,100.0,1
1158,2017-04-04,12100,100,12200,12250,12050,1080794,-100.0,0
1159,2017-04-03,12200,0,12200,12250,12150,777452,0.0,none
1160,2017-03-31,12200,50,12250,12250,12150,813558,-50.0,0
1164,2017-03-30,12250,50,12200,12300,12150,1295113,50.0,1
1165,2017-03-29,12200,100,12350,12350,12150,1189219,-100.0,0
1166,2017-03-28,12300,50,12350,12350,12200,1502888,-50.0,0
1167,2017-03-27,12350,150,12400,12450,12300,1565145,-150.0,0
1168,2017-03-24,12500,50,12450,12550,12400,1013092,50.0,1
1171,2017-03-23,12450,50,12450,12500,12350,1298517,50.0,1
1172,2017-03-22,12400,150,12450,12500,12300,1959546,-150.0,0
1173,2017-03-21,12550,100,12700,12700,12500,1115810,-100.0,0
1174,2017-03-20,12650,150,12750,12800,12550,868991,-150.0,0
1175,2017-03-17,12800,250,12550,12800,12500,1629864,250.0,1
1179,2017-03-16,12550,150,12700,12750,12450,2319789,-150.0,0
1180,2017-03-15,12700,100,12600,12700,12500,1402508,100.0,1
1181,2017-03-14,12600,0,12700,12900,12550,3034167,0.0,none
1182,2017-03-13,12600,100,12550,12650,12500,2016528,100.0,1
1183,2017-03-10,12500,100,12450,12550,12350,1208840,100.0,1
1186,2017-03-09,12400,0,12400,12600,12400,1508159,0.0,none
1187,2017-03-08,12400,150,12300,12450,12250,1449146,150.0,1
1188,2017-03-07,12250,0,12200,12300,12200,1304421,0.0,none
1189,2017-03-06,12250,100,12400,12500,12250,1221768,-100.0,0
1190,2017-03-03,12350,150,12450,12550,12350,1434847,-150.0,0
1194,2017-03-02,12500,150,12500,12650,12400,2002357,150.0,1
1195,2017-02-28,12350,50,12400,12500,12300,1529445,-50.0,0
1196,2017-02-27,12400,150,12600,12650,12350,1038493,-150.0,0
1197,2017-02-24,12550,50,12600,12700,12550,1249283,50.0,1
1198,2017-02-23,12500,50,12600,12650,12450,897530,-50.0,0
1201,2017-02-22,12550,0,12600,12600,12450,1169133,0.0,none
1202,2017-02-21,12550,100,12450,12600,12450,847395,100.0,1
1203,2017-02-20,12450,100,12550,12600,12450,827115,-100.0,0
1204,2017-02-17,12550,50,12500,12650,12450,984715,50.0,1
1205,2017-02-16,12500,250,12750,12850,12400,2747282,-250.0,0
1209,2017-02-15,12750,550,13300,13300,12650,4712661,-550.0,0
1210,2017-02-14,13300,50,13300,13350,13150,793295,50.0,1
1211,2017-02-13,13250,50,13300,13400,13200,951362,-50.0,0
1212,2017-02-10,13300,50,13250,13300,13100,957490,50.0,1
1213,2017-02-09,13250,400,12850,13250,12850,1629090,400.0,1
1216,2017-02-08,12850,200,13000,13100,12800,1351631,-200.0,0
1217,2017-02-07,13050,250,12850,13050,12700,1071758,250.0,1
1218,2017-02-06,12800,50,13000,13150,12800,1757738,-50.0,0
1219,2017-02-03,12850,50,12800,12950,12750,896513,50.0,1
1220,2017-02-02,12800,100,12900,12950,12700,1108852,-100.0,0
1224,2017-02-01,12900,200,12750,13000,12700,1225578,200.0,1
1225,2017-01-31,12700,50,12750,12950,12700,1371808,-50.0,0
1226,2017-01-26,12750,150,12650,12800,12550,1010794,150.0,1
1227,2017-01-25,12600,50,12700,12750,12550,1147205,-50.0,0
1228,2017-01-24,12650,100,12600,12700,12500,917718,100.0,1
1231,2017-01-23,12550,350,13000,13050,12550,1417612,-350.0,0
1232,2017-01-20,12900,50,12800,13000,12800,907771,50.0,1
1233,2017-01-19,12850,50,12900,13000,12750,870251,-50.0,0
1234,2017-01-18,12900,100,12700,13000,12650,1551101,100.0,1
1235,2017-01-17,12800,100,12750,12850,12650,1555618,100.0,1
1239,2017-01-16,12700,450,12300,12800,12250,2810431,450.0,1
1240,2017-01-13,12250,150,12400,12400,12200,1530939,-150.0,0
1241,2017-01-12,12400,50,12400,12500,12350,1551588,-50.0,0
1242,2017-01-11,12450,200,12200,12500,12200,1471653,200.0,1
1243,2017-01-10,12250,50,12300,12300,12150,1194604,-50.0,0
1246,2017-01-09,12300,100,12350,12400,12200,1360355,-100.0,0
1247,2017-01-06,12400,0,12400,12400,12250,1557106,0.0,none
1248,2017-01-05,12400,300,12650,12700,12300,2187491,-300.0,0
1249,2017-01-04,12700,50,12700,12750,12600,1417642,-50.0,0
1250,2017-01-03,12750,150,12600,12750,12550,1353848,150.0,1
1254,2017-01-02,12600,100,12650,12750,12550,729381,-100.0,0
1255,2016-12-29,12700,350,13000,13050,12600,1703943,-350.0,0
1256,2016-12-28,13050,400,13000,13200,12950,1174917,-400.0,0
1257,2016-12-27,13450,150,13500,13550,13400,1500698,-150.0,0
1258,2016-12-26,13600,150,13450,13600,13400,1020738,150.0,1
