,date,close,diff,open,high,low,volume,diff+-,up/down
1261,2016-12-23,13450,100,13350,13500,13300,992649,100.0,1
1262,2016-12-22,13350,0,13350,13400,13200,1053367,0.0,none
1263,2016-12-21,13350,150,13550,13600,13300,1342233,-150.0,0
1264,2016-12-20,13500,0,13500,13550,13400,553023,0.0,none
1265,2016-12-19,13500,150,13550,13650,13450,707045,-150.0,0
1269,2016-12-16,13650,150,13550,13700,13500,1356678,150.0,1
1270,2016-12-15,13500,0,13550,13600,13400,700094,0.0,none
1271,2016-12-14,13500,50,13450,13550,13400,919096,50.0,1
1272,2016-12-13,13450,350,13800,13800,13400,1395230,-350.0,0
1273,2016-12-12,13800,50,13850,13850,13700,526162,50.0,1
1276,2016-12-09,13750,100,13750,13800,13600,1010063,-100.0,0
1277,2016-12-08,13850,300,13650,13900,13650,1676561,300.0,1
1278,2016-12-07,13550,100,13450,13600,13400,785872,100.0,1
1279,2016-12-06,13450,200,13350,13500,13250,1023577,200.0,1
1280,2016-12-05,13250,100,13300,13400,13200,870685,-100.0,0
1284,2016-12-02,13350,150,13250,13400,13250,850787,150.0,1
1285,2016-12-01,13200,150,13100,13300,13050,1054243,150.0,1
1286,2016-11-30,13050,150,13150,13250,13050,1269978,-150.0,0
1287,2016-11-29,13200,0,13150,13250,13050,781228,0.0,none
1288,2016-11-28,13200,50,13250,13300,13100,521361,-50.0,0
1291,2016-11-25,13250,250,13500,13550,13200,576389,-250.0,0
1292,2016-11-24,13500,100,13450,13550,13300,1276285,100.0,1
1293,2016-11-23,13400,450,12950,13450,12900,2410767,450.0,1
1294,2016-11-22,12950,50,12950,13050,12900,786267,-50.0,0
1295,2016-11-21,13000,50,13050,13050,12900,823321,-50.0,0
1299,2016-11-18,13050,0,13150,13200,13000,854669,0.0,none
1300,2016-11-17,13050,100,13050,13150,13000,952750,-100.0,0
1301,2016-11-16,13150,100,13300,13350,13050,1069734,-100.0,0
1302,2016-11-15,13250,100,13150,13350,12950,1323413,100.0,1
1303,2016-11-14,13150,450,13500,13550,13000,1723524,-450.0,0
1306,2016-11-11,13600,250,13450,13800,13350,1983754,250.0,1
1307,2016-11-10,13350,400,13250,13450,13100,2049419,400.0,1
1308,2016-11-09,12950,50,13050,13400,12650,2824295,-50.0,0
1309,2016-11-08,13000,0,13050,13100,12950,623194,0.0,none
1310,2016-11-07,13000,0,13050,13100,12950,608034,0.0,none
1314,2016-11-04,13000,50,12900,13050,12900,731943,50.0,1
1315,2016-11-03,12950,100,13050,13050,12900,807202,-100.0,0
1316,2016-11-02,13050,0,13050,13100,12900,1104698,0.0,none
1317,2016-11-01,13050,150,13200,13250,12900,1120948,-150.0,0
1318,2016-10-31,13200,100,13000,13350,13000,1021766,100.0,1
1321,2016-10-28,13100,0,13000,13100,12950,832608,0.0,none
1322,2016-10-27,13100,50,13200,13350,13000,978116,-50.0,0
1323,2016-10-26,13150,250,13350,13450,13000,1436199,-250.0,0
1324,2016-10-25,13400,0,13350,13500,13300,1372672,0.0,none
1325,2016-10-24,13400,350,13050,13400,13000,1688263,350.0,1
1329,2016-10-21,13050,100,13150,13150,13000,1244731,-100.0,0
1330,2016-10-20,13150,100,13000,13200,12950,897849,100.0,1
1331,2016-10-19,13050,200,12900,13200,12800,2354918,200.0,1
1332,2016-10-18,12850,400,12500,13000,12450,2715221,400.0,1
1333,2016-10-17,12450,100,12450,12550,12400,1190482,100.0,1
1336,2016-10-14,12350,100,12250,12450,12200,1129485,100.0,1
1337,2016-10-13,12250,200,12400,12450,12200,1148960,-200.0,0
1338,2016-10-12,12450,50,12400,12550,12250,1817203,50.0,1
1339,2016-10-11,12400,250,12200,12450,12150,1799379,250.0,1
1340,2016-10-10,12150,400,11850,12200,11800,1531885,400.0,1
1344,2016-10-07,11750,50,11750,11850,11700,802399,-50.0,0
1345,2016-10-06,11800,100,11900,11950,11750,933310,-100.0,0
1346,2016-10-05,11900,50,11900,12000,11850,804860,-50.0,0
1347,2016-10-04,11950,0,12000,12050,11950,730388,0.0,none
1348,2016-09-30,11950,200,12000,12050,11900,979296,-200.0,0
1351,2016-09-29,12150,50,12100,12200,12100,756102,50.0,1
1352,2016-09-28,12100,0,12100,12150,12000,631353,0.0,none
1353,2016-09-27,12100,50,12000,12150,11900,724943,50.0,1
1354,2016-09-26,12050,50,11950,12050,11900,793527,50.0,1
1355,2016-09-23,12000,100,11850,12050,11800,909755,100.0,1
1359,2016-09-22,11900,100,11950,12000,11850,875752,-100.0,0
1360,2016-09-21,12000,100,11850,12050,11750,870706,100.0,1
1361,2016-09-20,11900,50,11800,11900,11700,875011,50.0,1
1362,2016-09-19,11850,100,11850,11900,11800,834371,-100.0,0
1363,2016-09-13,11950,350,12300,12350,11900,1461967,-350.0,0
1366,2016-09-12,12300,200,12050,12400,11950,2027254,200.0,1
1367,2016-09-09,12100,50,12100,12250,12000,1102315,-50.0,0
1368,2016-09-08,12150,100,12100,12150,12000,1703022,100.0,1
1369,2016-09-07,12050,150,11800,12100,11800,1450602,150.0,1
1370,2016-09-06,11900,0,11900,11950,11800,920541,0.0,none
1374,2016-09-05,11900,100,11850,11950,11800,975845,100.0,1
1375,2016-09-02,11800,50,11850,11850,11700,811941,-50.0,0
1376,2016-09-01,11850,100,11800,11900,11700,1515768,100.0,1
1377,2016-08-31,11750,100,11650,11800,11650,1157809,100.0,1
1378,2016-08-30,11650,50,11700,11800,11600,1742561,50.0,1
1381,2016-08-29,11600,150,11450,11800,11350,2886359,150.0,1
1382,2016-08-26,11450,100,11500,11550,11300,1830845,-100.0,0
1383,2016-08-25,11550,50,11500,11600,11400,1399760,50.0,1
1384,2016-08-24,11500,150,11650,11650,11400,1030321,-150.0,0
1385,2016-08-23,11650,200,11450,11650,11400,1080130,200.0,1
1389,2016-08-22,11450,100,11500,11550,11400,1006732,-100.0,0
1390,2016-08-19,11550,50,11550,11600,11450,901176,-50.0,0
1391,2016-08-18,11600,150,11700,11750,11600,953369,-150.0,0
1392,2016-08-17,11750,50,11700,11750,11600,680522,50.0,1
1393,2016-08-16,11700,150,11850,12000,11700,744843,-150.0,0
1396,2016-08-12,11850,300,11600,11900,11600,1954999,300.0,1
1397,2016-08-11,11550,150,11600,11700,11550,1031735,-150.0,0
1398,2016-08-10,11700,50,11750,11850,11600,1019159,-50.0,0
1399,2016-08-09,11750,50,11700,11850,11600,1154024,50.0,1
1400,2016-08-08,11700,200,11600,11750,11550,1279739,200.0,1
1404,2016-08-05,11500,50,11400,11550,11400,903082,50.0,1
1405,2016-08-04,11450,50,11550,11600,11400,1053343,-50.0,0
1406,2016-08-03,11500,100,11550,11650,11450,936835,-100.0,0
1407,2016-08-02,11600,200,11750,11800,11550,1024321,-200.0,0
1408,2016-08-01,11800,50,11800,11900,11700,1322239,-50.0,0
1411,2016-07-29,11850,150,11650,11950,11600,1818140,150.0,1
1412,2016-07-28,11700,150,11800,11850,11600,1480578,-150.0,0
1413,2016-07-27,11850,50,11850,11950,11750,1909820,50.0,1
1414,2016-07-26,11800,50,11700,11900,11700,1603327,50.0,1
1415,2016-07-25,11750,300,11450,11800,11400,2737684,300.0,1
1419,2016-07-22,11450,100,11300,11500,11300,1154876,100.0,1
1420,2016-07-21,11350,50,11300,11400,11250,995445,50.0,1
1421,2016-07-20,11300,50,11350,11350,11100,1346847,-50.0,0
1422,2016-07-19,11350,0,11400,11400,11250,1047038,0.0,none
1423,2016-07-18,11350,0,11300,11450,11300,828951,0.0,none
1426,2016-07-15,11350,300,11150,11400,11100,2315131,300.0,1
1427,2016-07-14,11050,200,11200,11250,11050,2052729,-200.0,0
1428,2016-07-13,11250,50,11250,11300,11150,1175371,50.0,1
1429,2016-07-12,11200,100,11100,11250,11050,1034819,100.0,1
1430,2016-07-11,11100,50,11150,11200,11050,1041116,50.0,1
1434,2016-07-08,11050,100,11200,11200,10950,1538877,-100.0,0
1435,2016-07-07,11150,0,11200,11250,11100,709554,0.0,none
1436,2016-07-06,11150,100,11250,11350,11100,1026292,-100.0,0
1437,2016-07-05,11250,50,11250,11300,11200,387688,-50.0,0
1438,2016-07-04,11300,50,11250,11350,11200,678686,50.0,1
1441,2016-07-01,11250,100,11200,11350,11200,1077481,100.0,1
1442,2016-06-30,11150,50,11300,11350,11150,718597,-50.0,0
1443,2016-06-29,11200,50,11250,11250,11100,1005244,50.0,1
1444,2016-06-28,11150,50,11000,11200,10950,986927,50.0,1
1445,2016-06-27,11100,150,10950,11200,10900,1842879,-150.0,0
1449,2016-06-24,11250,400,11700,11750,11100,2886515,-400.0,0
1450,2016-06-23,11650,50,11550,11700,11550,657373,50.0,1
1451,2016-06-22,11600,100,11550,11700,11450,696626,100.0,1
1452,2016-06-21,11500,200,11750,11750,11500,844513,-200.0,0
1453,2016-06-20,11700,250,11550,11800,11500,1570768,250.0,1
1456,2016-06-17,11450,150,11400,11450,11300,895752,150.0,1
1457,2016-06-16,11300,50,11350,11450,11250,1029575,-50.0,0
1458,2016-06-15,11350,250,11500,11600,11250,1805985,-250.0,0
1459,2016-06-14,11600,100,11600,11750,11550,739639,-100.0,0
1460,2016-06-13,11700,250,11850,11900,11600,1330703,-250.0,0
1464,2016-06-10,11950,100,11950,12100,11900,1094984,-100.0,0
1465,2016-06-09,12050,300,11750,12250,11600,3168446,300.0,1
1466,2016-06-08,11750,200,11500,11800,11500,1327834,200.0,1
1467,2016-06-07,11550,150,11400,11600,11350,1070570,150.0,1
1468,2016-06-03,11400,100,11450,11550,11350,1164825,-100.0,0
1471,2016-06-02,11500,0,11500,11600,11350,871069,0.0,none
1472,2016-06-01,11500,100,11350,11650,11300,2012623,100.0,1
1473,2016-05-31,11400,200,11150,11500,11100,4747845,200.0,1
1474,2016-05-30,11200,250,11450,11450,11100,2292678,-250.0,0
1475,2016-05-27,11450,0,11350,11550,11350,1107818,0.0,none
1479,2016-05-26,11450,100,11550,11600,11400,455955,-100.0,0
1480,2016-05-25,11550,200,11550,11600,11450,1037011,200.0,1
1481,2016-05-24,11350,100,11450,11450,11350,968036,-100.0,0
1482,2016-05-23,11450,100,11550,11600,11350,822179,-100.0,0
1483,2016-05-20,11550,150,11750,11750,11500,833782,-150.0,0
1486,2016-05-19,11700,350,11400,11750,11350,2063252,350.0,1
1487,2016-05-18,11350,100,11400,11450,11250,1592224,-100.0,0
1488,2016-05-17,11450,100,11400,11500,11300,746081,100.0,1
1489,2016-05-16,11350,100,11300,11400,11200,1355167,100.0,1
1490,2016-05-13,11250,250,11500,11550,11150,2461176,-250.0,0
1494,2016-05-12,11500,100,11550,11700,11500,1339716,-100.0,0
1495,2016-05-11,11600,100,11600,11650,11500,981563,100.0,1
1496,2016-05-10,11500,50,11450,11550,11400,1031334,50.0,1
1497,2016-05-09,11450,100,11450,11550,11300,1343911,-100.0,0
1498,2016-05-04,11550,200,11700,11750,11500,1459293,-200.0,0
1501,2016-05-03,11750,50,11850,11950,11700,1736087,-50.0,0
1502,2016-05-02,11800,350,12050,12100,11750,1259079,-350.0,0
1503,2016-04-29,12150,0,12150,12150,12000,1338188,0.0,none
1504,2016-04-28,12150,250,12400,12500,12100,1416368,-250.0,0
1505,2016-04-27,12400,100,12400,12550,12350,801586,-100.0,0
1509,2016-04-26,12500,300,12700,12750,12350,1266408,-300.0,0
1510,2016-04-25,12800,100,12900,12900,12650,706122,-100.0,0
1511,2016-04-22,12900,200,12650,12900,12600,1320312,200.0,1
1512,2016-04-21,12700,150,12600,12700,12550,1160564,150.0,1
1513,2016-04-20,12550,0,12600,12650,12500,825534,0.0,none
1516,2016-04-19,12550,100,12450,12600,12400,1378959,100.0,1
1517,2016-04-18,12450,100,12200,12450,12200,998717,100.0,1
1518,2016-04-15,12350,0,12350,12400,12250,1094320,0.0,none
1519,2016-04-14,12350,550,12050,12350,12000,2281402,550.0,1
1520,2016-04-12,11800,100,11700,11800,11600,758387,100.0,1
1524,2016-04-11,11700,50,11750,11800,11650,562216,-50.0,0
1525,2016-04-08,11750,50,11700,11800,11600,876074,-50.0,0
1526,2016-04-07,11800,50,11800,11900,11750,852342,50.0,1
1527,2016-04-06,11750,100,11800,11900,11700,1261195,-100.0,0
1528,2016-04-05,11850,0,11850,11950,11700,925574,0.0,none
1531,2016-04-04,11850,200,12050,12050,11850,880410,-200.0,0
1532,2016-04-01,12050,200,12200,12250,11950,1257864,-200.0,0
1533,2016-03-31,12250,100,12150,12250,12000,1227346,100.0,1
1534,2016-03-30,12150,50,12150,12200,12000,862893,-50.0,0
1535,2016-03-29,12200,300,11900,12200,11900,1064465,300.0,1
1539,2016-03-28,11900,150,11750,12000,11750,820518,150.0,1
1540,2016-03-25,11750,150,11800,11900,11700,958547,-150.0,0
1541,2016-03-24,11900,200,12050,12100,11800,1495841,-200.0,0
1542,2016-03-23,12100,100,12200,12200,12050,805967,-100.0,0
1543,2016-03-22,12200,150,12300,12350,12100,1205443,-150.0,0
1546,2016-03-21,12350,0,12400,12400,12200,896982,0.0,none
1547,2016-03-18,12350,200,12600,12600,12250,1339279,-200.0,0
1548,2016-03-17,12550,50,12550,12600,12450,1116706,-50.0,0
1549,2016-03-16,12600,100,12500,12600,12400,982433,100.0,1
1550,2016-03-15,12500,0,12450,12500,12250,774043,0.0,none
1554,2016-03-14,12500,100,12700,12700,12400,1430505,100.0,1
1555,2016-03-11,12400,200,12250,12500,12250,1652787,200.0,1
1556,2016-03-10,12200,100,12150,12350,12100,1096724,100.0,1
1557,2016-03-09,12100,50,12100,12250,12000,653106,-50.0,0
1558,2016-03-08,12150,200,12200,12300,12000,1042964,-200.0,0
1561,2016-03-07,12350,0,12350,12500,12250,1220350,0.0,none
1562,2016-03-04,12350,450,12000,12350,11900,2032043,450.0,1
1563,2016-03-03,11900,50,11900,12000,11850,1404505,50.0,1
1564,2016-03-02,11850,200,11800,11950,11800,991474,200.0,1
1565,2016-02-29,11650,150,11800,11850,11650,701271,-150.0,0
1569,2016-02-26,11800,0,11850,11850,11750,548132,0.0,none
1570,2016-02-25,11800,50,11800,11900,11650,870031,50.0,1
1571,2016-02-24,11750,50,11700,11800,11700,679812,-50.0,0
1572,2016-02-23,11800,0,11900,11900,11700,792746,0.0,none
1573,2016-02-22,11800,50,11800,11850,11650,613885,-50.0,0
1576,2016-02-19,11850,200,11950,12100,11700,1579423,-200.0,0
1577,2016-02-18,12050,150,12350,12350,11950,1095593,-150.0,0
1578,2016-02-17,12200,400,11700,12250,11600,2302070,400.0,1
1579,2016-02-16,11800,50,11750,11850,11500,895826,50.0,1
1580,2016-02-15,11750,650,11400,11750,11350,1411795,650.0,1
1584,2016-02-12,11100,250,11250,11300,11050,1288092,-250.0,0
1585,2016-02-11,11350,400,11350,11500,11250,1248863,-400.0,0
1586,2016-02-05,11750,600,11200,11850,11100,3071475,600.0,1
1587,2016-02-04,11150,150,10900,11200,10900,1320221,150.0,1
1588,2016-02-03,11000,400,11200,11300,10900,2261525,-400.0,0
1591,2016-02-02,11400,200,11550,11600,11300,1083708,-200.0,0
1592,2016-02-01,11600,100,11550,11700,11400,1106045,100.0,1
1593,2016-01-29,11500,50,11350,11550,11200,1182899,50.0,1
1594,2016-01-28,11450,200,11150,11450,11050,993210,200.0,1
1595,2016-01-27,11250,400,11000,11300,10950,1490739,400.0,1
1599,2016-01-26,10850,300,11050,11100,10650,1692667,-300.0,0
1600,2016-01-25,11150,200,11050,11250,11000,983463,200.0,1
1601,2016-01-22,10950,200,10800,11150,10800,1286865,200.0,1
1602,2016-01-21,10750,50,10650,10950,10600,1673607,50.0,1
1603,2016-01-20,10700,300,10900,10950,10500,2248488,-300.0,0
1606,2016-01-19,11000,150,11100,11150,10850,1532997,-150.0,0
1607,2016-01-18,11150,150,10800,11200,10800,1737730,150.0,1
1608,2016-01-15,11000,500,11550,11700,10950,2637760,-500.0,0
1609,2016-01-14,11500,50,11400,11500,11300,1851412,-50.0,0
1610,2016-01-13,11550,50,11600,11650,11550,1517752,50.0,1
1614,2016-01-12,11500,250,11750,11800,11500,2043010,-250.0,0
1615,2016-01-11,11750,200,11800,11850,11550,1567238,-200.0,0
1616,2016-01-08,11950,0,11800,12050,11800,1592741,0.0,none
1617,2016-01-07,11950,300,12150,12250,11950,1387824,-300.0,0
1618,2016-01-06,12250,150,12400,12450,12100,1218288,-150.0,0
1621,2016-01-05,12400,350,11900,12500,11900,1552421,350.0,1
1622,2016-01-04,12050,300,12300,12350,12050,1603850,-300.0,0
1623,2015-12-30,12350,250,12500,12650,12250,2041739,-250.0,0
1624,2015-12-29,12600,700,12900,12950,12400,3228039,-700.0,0
1625,2015-12-28,13300,0,13350,13350,13200,1593211,0.0,none
1629,2015-12-24,13300,100,13400,13450,13300,1238547,-100.0,0
1630,2015-12-23,13400,50,13350,13450,13250,902772,50.0,1
1631,2015-12-22,13350,50,13350,13350,13150,954975,50.0,1
1632,2015-12-21,13300,150,13100,13350,13100,912834,150.0,1
1633,2015-12-18,13150,0,13100,13200,13050,927337,0.0,none
1636,2015-12-17,13150,200,13450,13500,13050,1797419,-200.0,0
1637,2015-12-16,13350,250,13250,13400,13100,1303345,250.0,1
1638,2015-12-15,13100,100,13200,13250,13000,1002844,-100.0,0
1639,2015-12-14,13200,50,13150,13350,13100,1257322,-50.0,0
1640,2015-12-11,13250,200,13400,13450,13150,996911,-200.0,0
1644,2015-12-10,13450,300,13150,13450,13100,1437461,300.0,1
1645,2015-12-09,13150,100,13150,13250,13050,702552,100.0,1
1646,2015-12-08,13050,0,13050,13250,13050,581473,0.0,none
1647,2015-12-07,13050,50,13250,13250,13050,653165,-50.0,0
1648,2015-12-04,13100,0,13050,13200,13000,737273,0.0,none
1651,2015-12-03,13100,200,13250,13300,13050,1021342,-200.0,0
1652,2015-12-02,13300,150,13400,13450,13200,990277,-150.0,0
1653,2015-12-01,13450,150,13350,13550,13350,576688,150.0,1
1654,2015-11-30,13300,400,13600,13650,13300,1844273,-400.0,0
1655,2015-11-27,13700,150,13600,13700,13550,625107,150.0,1
1659,2015-11-26,13550,50,13550,13750,13550,895121,-50.0,0
1660,2015-11-25,13600,150,13750,13750,13550,872939,-150.0,0
1661,2015-11-24,13750,50,13700,13800,13600,733070,50.0,1
1662,2015-11-23,13700,100,13650,13700,13500,434434,100.0,1
1663,2015-11-20,13600,150,13750,13750,13550,524142,-150.0,0
1666,2015-11-19,13750,350,13500,13800,13450,834098,350.0,1
1667,2015-11-18,13400,50,13450,13500,13300,834459,-50.0,0
1668,2015-11-17,13450,100,13500,13650,13450,552059,100.0,1
1669,2015-11-16,13350,350,13450,13600,13350,1024498,-350.0,0
1670,2015-11-13,13700,200,13750,13850,13700,628918,-200.0,0
1674,2015-11-12,13900,150,13800,14000,13750,894933,150.0,1
1675,2015-11-11,13750,250,13950,14000,13750,905805,-250.0,0
1676,2015-11-10,14000,0,13900,14000,13750,918611,0.0,none
1677,2015-11-09,14000,50,14050,14200,13850,728588,-50.0,0
1678,2015-11-06,14050,50,13900,14050,13900,495784,50.0,1
1681,2015-11-05,14000,0,13900,14000,13750,730443,0.0,none
1682,2015-11-04,14000,100,14050,14100,13850,933236,-100.0,0
1683,2015-11-03,14100,0,14050,14200,14000,827698,0.0,none
1684,2015-11-02,14100,100,14050,14200,13900,787576,100.0,1
1685,2015-10-30,14000,250,13750,14150,13700,1245793,250.0,1
1689,2015-10-29,13750,350,14100,14100,13750,1103971,-350.0,0
1690,2015-10-28,14100,50,14200,14200,13950,950937,-50.0,0
1691,2015-10-27,14150,50,14200,14450,14050,591727,-50.0,0
1692,2015-10-26,14200,250,14550,14600,14100,893711,-250.0,0
1693,2015-10-23,14450,50,14550,14600,14300,717639,-50.0,0
1696,2015-10-22,14500,50,14400,14600,14250,904361,-50.0,0
1697,2015-10-21,14550,200,14350,14600,14200,1501223,200.0,1
1698,2015-10-20,14350,50,14200,14400,14000,1147554,50.0,1
1699,2015-10-19,14300,50,14250,14350,14150,777406,50.0,1
1700,2015-10-16,14250,0,14350,14450,14150,1296253,0.0,none
1704,2015-10-15,14250,200,14000,14350,14000,1679644,200.0,1
1705,2015-10-14,14050,50,13900,14100,13800,1161208,50.0,1
1706,2015-10-13,14000,0,14000,14050,13800,1050745,0.0,none
1707,2015-10-12,14000,600,13400,14050,13350,3019650,600.0,1
1708,2015-10-08,13400,100,13300,13400,13150,1806810,100.0,1
1711,2015-10-07,13300,0,13250,13400,13250,905849,0.0,none
1712,2015-10-06,13300,50,13450,13500,13300,710605,-50.0,0
1713,2015-10-05,13350,50,13450,13500,13300,1185026,-50.0,0
1714,2015-10-02,13400,150,13550,13600,13400,584174,-150.0,0
1715,2015-10-01,13550,50,13500,13600,13450,873924,-50.0,0
1719,2015-09-30,13600,150,13300,13600,13150,1746707,150.0,1
1720,2015-09-25,13450,100,13400,13500,13300,616058,100.0,1
1721,2015-09-24,13350,100,13500,13550,13300,571152,-100.0,0
1722,2015-09-23,13450,150,13500,13600,13350,824779,-150.0,0
1723,2015-09-22,13600,150,13550,13650,13450,614825,150.0,1
1726,2015-09-21,13450,100,13400,13550,13350,825086,-100.0,0
1727,2015-09-18,13550,500,13950,13950,13450,2367799,-500.0,0
1728,2015-09-17,14050,50,14100,14100,13900,829625,50.0,1
1729,2015-09-16,14000,150,13900,14050,13750,1137114,150.0,1
1730,2015-09-15,13850,350,13550,13850,13450,846961,350.0,1
1734,2015-09-14,13500,250,13700,13750,13400,687162,-250.0,0
1735,2015-09-11,13750,0,13600,13850,13450,1067548,0.0,none
1736,2015-09-10,13750,350,13300,13750,13250,1500148,350.0,1
1737,2015-09-09,13400,350,13200,13400,13100,1198788,350.0,1
1738,2015-09-08,13050,100,12900,13150,12850,802665,100.0,1
1741,2015-09-07,12950,100,13050,13100,12850,821995,-100.0,0
1742,2015-09-04,13050,50,13050,13150,12950,740643,-50.0,0
1743,2015-09-03,13100,200,13300,13350,13050,685668,-200.0,0
1744,2015-09-02,13300,200,12950,13300,12950,979422,200.0,1
1745,2015-09-01,13100,100,13200,13350,13050,873939,-100.0,0
1749,2015-08-31,13200,100,13150,13350,13000,1363049,-100.0,0
1750,2015-08-28,13300,300,13100,13450,13000,1418743,300.0,1
1751,2015-08-27,13000,0,13000,13100,12700,2221000,0.0,none
1752,2015-08-26,13000,100,12900,13000,12500,2769429,100.0,1
1753,2015-08-25,12900,50,13000,13100,12850,1982494,-50.0,0
1756,2015-08-24,12950,550,13450,13450,12800,1936088,-550.0,0
1757,2015-08-21,13500,250,13400,13650,13400,1036657,-250.0,0
1758,2015-08-20,13750,150,13750,13850,13450,1103737,-150.0,0
1759,2015-08-19,13900,150,13750,13900,13550,1196132,150.0,1
1760,2015-08-18,13750,400,13400,13900,13350,1270507,400.0,1
1764,2015-08-17,13350,50,13500,13700,13350,1053561,-50.0,0
1765,2015-08-13,13400,550,13950,14000,13400,1190687,-550.0,0
1766,2015-08-12,13950,50,13800,14050,13650,956325,50.0,1
1767,2015-08-11,13900,350,14350,14500,13900,828135,-350.0,0
1768,2015-08-10,14250,400,13800,14350,13750,1226916,400.0,1
1771,2015-08-07,13850,300,14200,14250,13850,782826,-300.0,0
1772,2015-08-06,14150,50,14200,14300,14050,971600,50.0,1
1773,2015-08-05,14100,50,14050,14150,13850,827154,-50.0,0
1774,2015-08-04,14150,150,14150,14350,14000,1258831,150.0,1
1775,2015-08-03,14000,150,13950,14050,13800,1081497,150.0,1
1779,2015-07-31,13850,500,13550,14000,13500,3333928,500.0,1
1780,2015-07-30,13350,450,13000,13350,12900,1474037,450.0,1
1781,2015-07-29,12900,50,13000,13050,12900,722222,-50.0,0
1782,2015-07-28,12950,150,12950,13150,12800,962952,-150.0,0
1783,2015-07-27,13100,400,12600,13100,12500,1196681,400.0,1
1786,2015-07-24,12700,450,13100,13150,12600,1739574,-450.0,0
1787,2015-07-23,13150,50,13200,13250,13050,512563,50.0,1
1788,2015-07-22,13100,250,13300,13300,13100,844688,-250.0,0
1789,2015-07-21,13350,250,13150,13400,13100,972045,250.0,1
1790,2015-07-20,13100,50,13150,13250,13050,737657,-50.0,0
1794,2015-07-17,13150,450,13750,13750,13000,2626235,-450.0,0
1795,2015-07-16,13600,300,13450,13750,13400,1380209,300.0,1
1796,2015-07-15,13300,600,13850,14050,13250,2595055,-600.0,0
1797,2015-07-14,13900,200,13800,14100,13600,1265171,200.0,1
1798,2015-07-13,13700,350,13400,13800,13350,769655,350.0,1
1801,2015-07-10,13350,150,13300,13400,13250,613152,150.0,1
1802,2015-07-09,13200,300,13350,13550,13200,1537698,-300.0,0
1803,2015-07-08,13500,200,13700,13800,13500,889800,-200.0,0
1804,2015-07-07,13700,150,13600,13700,13450,881042,150.0,1
1805,2015-07-06,13550,300,13650,13800,13400,1764082,-300.0,0
1809,2015-07-03,13850,150,14000,14050,13700,1157555,-150.0,0
1810,2015-07-02,14000,200,14250,14350,13900,1093890,-200.0,0
1811,2015-07-01,14200,250,14300,14500,14150,753577,-250.0,0
1812,2015-06-30,14450,150,14200,14550,14150,1102028,150.0,1
1813,2015-06-29,14300,50,14050,14300,13800,1584688,-50.0,0
1816,2015-06-26,14350,200,14250,14400,14250,813419,200.0,1
1817,2015-06-25,14150,50,14000,14350,13950,1224845,50.0,1
1818,2015-06-24,14100,0,14100,14200,13850,716399,0.0,none
1819,2015-06-23,14100,350,13900,14350,13800,1399427,350.0,1
1820,2015-06-22,13750,350,13350,13900,13300,1030572,350.0,1
1824,2015-06-19,13400,150,13600,13700,13400,1179823,-150.0,0
1825,2015-06-18,13550,250,13800,13900,13550,1454673,-250.0,0
1826,2015-06-17,13800,100,13900,14100,13700,1070215,-100.0,0
1827,2015-06-16,13900,350,14000,14100,13800,1469990,-350.0,0
1828,2015-06-15,14250,550,14650,14650,14250,907900,-550.0,0
1831,2015-06-12,14800,50,14950,15000,14350,1840290,-50.0,0
1832,2015-06-11,14850,200,14650,15000,14350,4998982,200.0,1
1833,2015-06-10,14650,600,14150,14750,14000,2365627,600.0,1
1834,2015-06-09,14050,250,13700,14100,13550,1151674,250.0,1
1835,2015-06-08,13800,300,13450,13800,13250,1101380,300.0,1
1839,2015-06-05,13500,350,13800,13850,13450,1666201,-350.0,0
1840,2015-06-04,13850,400,14300,14350,13850,1545315,-400.0,0
1841,2015-06-03,14250,100,14150,14450,14100,814065,100.0,1
1842,2015-06-02,14150,100,14250,14400,14050,1120424,-100.0,0
1843,2015-06-01,14250,300,14600,14650,14200,1198555,-300.0,0
1846,2015-05-29,14550,250,14250,14700,14200,1397770,250.0,1
1847,2015-05-28,14300,250,14200,14450,14100,1265595,250.0,1
1848,2015-05-27,14050,300,14200,14300,14000,1163585,-300.0,0
1849,2015-05-26,14350,200,14550,14550,14150,1066814,-200.0,0
1850,2015-05-22,14550,350,14200,14550,14200,821159,350.0,1
1854,2015-05-21,14200,450,14550,14600,14150,1238930,-450.0,0
1855,2015-05-20,14650,250,14450,14700,14400,691803,250.0,1
1856,2015-05-19,14400,150,14450,14650,14400,788052,-150.0,0
1857,2015-05-18,14550,150,14700,14750,14400,852904,-150.0,0
1858,2015-05-15,14700,200,15000,15250,14700,1081642,-200.0,0
1861,2015-05-14,14900,100,15050,15100,14750,996079,-100.0,0
1862,2015-05-13,15000,0,15000,15150,14850,1219934,0.0,none
1863,2015-05-12,15000,300,14650,15150,14550,1428657,300.0,1
1864,2015-05-11,14700,200,15000,15100,14700,1047775,-200.0,0
1865,2015-05-08,14900,50,14900,15100,14650,1221148,-50.0,0
1869,2015-05-07,14950,500,15400,15400,14700,1957029,-500.0,0
1870,2015-05-06,15450,300,15800,15850,15300,1461690,-300.0,0
1871,2015-05-04,15750,950,14950,15850,14900,3074086,950.0,1
1872,2015-04-30,14800,350,14950,15100,14600,1754138,-350.0,0
1873,2015-04-29,15150,250,14900,15250,14850,1681652,250.0,1
