날짜,종가,전일비,시가,고가,저가,거래량
2010.04.23,15150.0,300.0,15500.0,15600.0,14950.0,2015996.0
2010.04.22,15450.0,350.0,15700.0,15750.0,15300.0,1267380.0
2010.04.21,15800.0,50.0,15900.0,15950.0,15600.0,1331543.0
2010.04.20,15850.0,150.0,16250.0,16250.0,15700.0,670724.0
2010.04.19,16000.0,300.0,15800.0,16000.0,15600.0,1280855.0
2010.04.16,16300.0,0.0,16300.0,16300.0,15900.0,1767727.0
2010.04.15,16300.0,850.0,15900.0,16300.0,15800.0,5501689.0
2010.04.14,15450.0,900.0,14700.0,15650.0,14700.0,3818060.0
2010.04.13,14550.0,50.0,14750.0,14900.0,14550.0,2578094.0
2010.04.12,14500.0,100.0,14650.0,14950.0,14500.0,1509377.0
2010.04.09,14600.0,300.0,15000.0,15200.0,14600.0,1689907.0
2010.04.08,14900.0,100.0,15050.0,15350.0,14850.0,1500094.0
2010.04.07,15000.0,0.0,14950.0,15200.0,14850.0,923296.0
2010.04.06,15000.0,100.0,15000.0,15200.0,14850.0,695791.0
2010.04.05,15100.0,150.0,15100.0,15150.0,14800.0,935258.0
2010.04.02,15250.0,150.0,15300.0,15500.0,15100.0,1622978.0
2010.04.01,15100.0,300.0,14700.0,15200.0,14700.0,1543496.0
2010.03.31,14800.0,50.0,14800.0,15100.0,14700.0,1617614.0
2010.03.30,14750.0,600.0,14400.0,14850.0,14350.0,3414036.0
2010.03.29,14150.0,0.0,14000.0,14400.0,13950.0,1840336.0
2010.03.26,14150.0,50.0,14000.0,14250.0,13950.0,1338418.0
2010.03.25,14100.0,300.0,14000.0,14150.0,13800.0,834994.0
2010.03.24,13800.0,200.0,14150.0,14150.0,13700.0,938149.0
2010.03.23,14000.0,0.0,13950.0,14150.0,13900.0,443248.0
2010.03.22,14000.0,100.0,13850.0,14000.0,13650.0,509292.0
2010.03.19,13900.0,150.0,14100.0,14150.0,13700.0,1335206.0
2010.03.18,14050.0,50.0,13900.0,14200.0,13900.0,1081756.0
2010.03.17,14100.0,300.0,13900.0,14150.0,13750.0,2043516.0
2010.03.16,13800.0,50.0,13850.0,13950.0,13700.0,844183.0
2010.03.15,13850.0,100.0,13750.0,13900.0,13750.0,1041465.0
2010.03.12,13750.0,150.0,13700.0,13900.0,13650.0,1163500.0
2010.03.11,13600.0,150.0,13500.0,13700.0,13450.0,1321658.0
2010.03.10,13450.0,100.0,13700.0,13700.0,13300.0,1550522.0
2010.03.09,13550.0,0.0,13550.0,13600.0,13400.0,324995.0
2010.03.08,13550.0,200.0,13400.0,13650.0,13400.0,890180.0
2010.03.05,13350.0,100.0,13450.0,13600.0,13300.0,685379.0
2010.03.04,13450.0,100.0,13300.0,13450.0,13250.0,815574.0
2010.03.03,13350.0,100.0,13350.0,13400.0,13200.0,546408.0
2010.03.02,13250.0,50.0,13200.0,13400.0,13200.0,720450.0
2010.02.26,13200.0,150.0,13200.0,13300.0,13000.0,596916.0
2010.02.25,13350.0,50.0,13400.0,13500.0,12950.0,1114499.0
2010.02.24,13400.0,200.0,13500.0,13600.0,13200.0,821667.0
2010.02.23,13600.0,50.0,13600.0,13800.0,13500.0,688419.0
2010.02.22,13550.0,250.0,13400.0,13700.0,13400.0,943954.0
2010.02.19,13300.0,100.0,13250.0,13700.0,13200.0,825112.0
2010.02.18,13400.0,100.0,13750.0,13850.0,13400.0,1370840.0
2010.02.17,13500.0,350.0,13400.0,13650.0,13300.0,1189324.0
2010.02.16,13150.0,150.0,13000.0,13250.0,12950.0,847513.0
2010.02.12,13000.0,50.0,13150.0,13200.0,12700.0,914288.0
2010.02.11,13050.0,500.0,12700.0,13100.0,12600.0,1051662.0
2010.02.10,12550.0,0.0,12700.0,12750.0,12500.0,781641.0
2010.02.09,12550.0,300.0,12150.0,12550.0,12150.0,1172828.0
2010.02.08,12250.0,600.0,12750.0,12750.0,12000.0,1949817.0
2010.02.05,12850.0,450.0,12900.0,13000.0,12650.0,1215986.0
2010.02.04,13300.0,300.0,13450.0,13550.0,13150.0,1293698.0
2010.02.03,13600.0,250.0,13450.0,13700.0,13300.0,857555.0
2010.02.02,13350.0,100.0,13500.0,13650.0,13200.0,1163856.0
2010.02.01,13250.0,100.0,13050.0,13500.0,13050.0,802624.0
2010.01.29,13150.0,250.0,13250.0,13300.0,12850.0,1099127.0
2010.01.28,13400.0,150.0,13300.0,13550.0,13050.0,949134.0
2010.01.27,13250.0,250.0,13500.0,13600.0,13150.0,944824.0
2010.01.26,13500.0,50.0,13500.0,13800.0,13300.0,1392969.0
2010.01.25,13450.0,50.0,13200.0,13500.0,13100.0,1338892.0
2010.01.22,13500.0,700.0,13950.0,13950.0,13500.0,2785616.0
2010.01.21,14200.0,150.0,14200.0,14450.0,14100.0,1208311.0
2010.01.20,14350.0,400.0,14850.0,14850.0,14200.0,2113118.0
2010.01.19,14750.0,300.0,14400.0,14900.0,14350.0,1845561.0
2010.01.18,14450.0,100.0,14250.0,14550.0,14000.0,1084530.0
2010.01.15,14350.0,150.0,14250.0,14500.0,14150.0,1137035.0
2010.01.14,14200.0,250.0,14500.0,14650.0,14100.0,1792552.0
2010.01.13,14450.0,250.0,14650.0,14850.0,14350.0,1110993.0
2010.01.12,14700.0,0.0,14750.0,14850.0,14500.0,1256565.0
2010.01.11,14700.0,400.0,14300.0,15000.0,14150.0,1940345.0
2010.01.08,14300.0,150.0,14150.0,14450.0,13900.0,1052931.0
2010.01.07,14150.0,150.0,14350.0,14450.0,13950.0,956455.0
2010.01.06,14300.0,50.0,14200.0,14600.0,14200.0,998634.0
2010.01.05,14250.0,0.0,14250.0,14400.0,14000.0,2104096.0
2010.01.04,14250.0,250.0,13900.0,14300.0,13900.0,843583.0
